raspPI_filestart,spp,trialdate,hatchdate,dph,staff,contaminant,treattemp,nomconc,concname,rep,trialIID,accstart,trialstart,trailend,tunneltemp,tlmm,massg,burst,startside,burstTo,stalledAt,burstQual,stimQual,nFalseStart,Notes
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,3,L,6,21,good,okay,0,
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,4,R,6,12,good,good,0,
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,5,L,14,16,good,good,0,
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,6,R,6,9,okay,okay,0,
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,7,R,10,22,good,good,0,agitaged in chamber
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,8,L,0,9,poor,poor,0,
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,9,R,4,9,okay,good,0,less responsive to stimulus
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,10,L,6,15,okay,good,1,zig-zag erratic burst
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,11,R,24,2,good,good,0,awesome straight burst
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,12,L,0,18,poor,poor,0,"delayed burst, fastest from 9-16 "
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,13,R,0,14,poor,okay,1,
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,14,L,12,14,good,good,0,
WSContam_100ngR2_T19,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,2,T19,11:25,11:30,11:48,18.1,69.59,1.5144,15,R,11,15,good,good,0,
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,1,R,24,25,good,good,0,"hard pinch, computer readig from L, no valid data?"
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,2,L,0,19,poor,okay,0,
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,3,R,11,19,okay,good,2,agitated in chamber
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,4,L,2,9,poor,good,0,
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,5,R,4,17,poor,good,0,2nd burst from 5-8
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,6,L,8,16,good,good,0,not too responsive
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,7,R,18,22,good,good,2,"pinched middle of body, delayed burst"
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,8,L,0,2,poor,good,0,
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,9,L,0,14,poor,good,0,"top lobe of caudal fin red, fatigued fish = 3 min break befor next burst"
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,10,R,0,21,poor,good,0,swam but no burst; hard pinch
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,11,L,0,11,poor,good,0,"no burst, swimming normally"
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,12,R,4,16,okay,good,1,up and down swimming
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,13,L,6,19,okay,good,0,up and down swimming
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,14,R,8,17,okay,good,0,"proper behavior, just not fast. weird"
WSContam_100ngR3_T20,WS,7/16/20,5/28/20,49,"SB, AES",bif,15,100,100ng,3,T20,11:57,12:04,12:26,18,62.3,1.0861,15,L,12,17,good,good,0,"delayed burst, fastest from 6-12"
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,1,L,5,14,okay,okay,0,
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,2,R,2,3,poor,poor,0,"no pinch, door opened too soon"
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,3,L,0,4,poor,poor,0,"burst prior to this one, not recorded"
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,4,L,0,9,poor,poor,1,"burst nto door, then out"
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,5,R,3,9,okay,okay,0,"good pinch, poor alignment"
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,6,R,2,4,okay,good,0,
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,7,L,2,5,okay,good,0,"burst prior to this one, not recorded"
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,8,R,0,6,poor,good,0,fatigued; extra three min rest prior to this
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,9,R,4,15,poor,good,2,
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,10,L,7,18,good,good,1,
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,11,R,7,14,good,good,0,
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,12,L,0,2,poor,okay,0,"no response to stim, mild redness on tail"
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,13,L,0,4,poor,none,0,door opened early
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,14,R,2,5,poor,good,0,zig-zag start
WSContam_500ngR4_T21,WS,7/17/20,5/28/20,50,AES,bif,15,500,500ng,4,T21,8:18,8:23,8:46,18.6,68.4,1.2619,15,NA,NA,NA,NA,NA,NA,didn't run this trial
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,1,L,,20,poor,poor,0,missed pinch
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,2,R,,17,poor,poor,0,missed pinch
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,3,L,,0,poor,poor,0,missed pinch
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,4,R,,15,poor,poor,0,missed pinch
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,5,L,,21,poor,poor,0,
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,6,R,,19,poor,poor,0,
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,7,L,,17,poor,poor,0,chased with tweezers but still not much response
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,8,R,,22,okay,okay,0,
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,9,L,,23,poor,poor,1,
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,10,R,,18,okay,okay,0,punched again at gate 5
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,11,R,2,21,okay,good,0,not very responsive even with good pinch
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,12,L,4,24,good,good,1,
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,13,R,6,24,good,good,0,zig-zag burst
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,14,L,6,24,good,good,0,
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,15,R,7,18,okay,okay,0,
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,16,L,12,19,okay,okay,0,"bonus, reps 1-3 were missed pinches"
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,17,R,5,22,good,good,1,bonus
WSContam_005ngR4_T22,WS,7/17/20,5/28/20,50,AES,bif,15,5,005ng,4,T22,9:02,9:07,NA,18.3,61.8,1.0691,18,L,2,6,poor,okay,0,bonus
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,1,R,4,20,good,good,0,
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,2,L,6,11,good,good,1,user tripped first laser
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,3,R,8,14,good,good,0,
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,4,L,0,4,poor,poor,1,
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,5,L,0,16,poor,poor,1,escaped acclimation chamber without true stimulus
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,6,R,9,16,good,good,0,
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,7,L,0,6,poor,good,0,
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,8,L,0,4,okay,poor,0,
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T22,9:46,9:51,10:09,18.1,64.44,1.1567,9,R,2,6,okay,okay,0,penciling in acclimation chamber
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,10,R,9,12,good,good,0,"fatigued, proped up, rapid breathing"
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,11,L,1,3,poor,good,0,
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,12,L,3,15,okay,good,0,strakght up to 3
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,13,R,0,4,poor,poor,0,
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,14,R,7,18,good,good,0,
WSContam_000ngR4_T23,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,4,T23,9:46,9:51,10:09,18.1,64.44,1.1567,15,L,3,16,okay,okay,1,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,1,R,6,10,good,good,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,2,L,0,12,poor,good,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,3,R,2,4,poor,okay,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,4,R,19,19,good,good,1,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,5,L,3,7,good,good,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,6,R,13,23,good,good,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,7,L,0,3,poor,poor,0,"stopped @ 3, pinched again, swam to 7"
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,8,R,24,25,good,good,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,9,L,3,8,okay,good,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,10,R,0,7,poor,poor,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,11,L,24,25,good,good,1,user broke 1st laser
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,12,R,0,6,poor,poor,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,13,R,8,16,okay,okay,0,pinched in tunnel after missed in chamber
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,14,L,20,25,good,good,0,
WSContam_100ngR4_T24,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,4,T24,10:12,10:17,10:35,18.2,60.61,0.9242,15,R,16,16,good,good,1,struggle to pinch
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,1,R,10,25,good,good,0,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,2,L,12,24,good,good,0,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,3,R,13,23,good,good,0,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,4,L,10,19,good,poor,0,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,5,R,7,11,okay,poor,0,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,6,L,6,20,good,good,1,generally a cooperative fish so far
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,7,R,21,21,okay,okay,1,"swam along bottom consistently, missed gates"
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,8,L,24,25,good,good,0,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,9,R,12,24,good,good,0,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,10,L,11,18,okay,okay,0,2nd stim ~ 2 or 3
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,11,R,0,6,okay,good,0,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,12,R,0,6,poor,good,0,gilling rapidly
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,13,R,9,13,good,good,0,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,14,L,6,13,okay,good,1,
WSContam_100ngR5_T25,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,100,100ng,5,T25,10:39,10:45,11:02,18.2,61.27,1.0821,15,R,11,19,okay,good,0,"delayed burst, fastest from 5-11"
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,1,L,0,4,poor,good,0,not cooperative
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,2,L,5,6,good,good,0,
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,3,R,0,13,okay,good,0,burst straight up
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,4,L,4,10,okay,good,0,
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,5,R,6,8,okay,good,0,"burst up, not prolonged"
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,6,R,0,11,poor,good,0,
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,7,L,8,13,good,good,0,user may have broken first laser
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,8,R,6,12,good,good,0,
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,9,L,3,5,good,good,0,
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,10,L,5,6,okay,good,0,
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,11,R,5,10,good,good,1,"burst are not long, but are quick"
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,12,R,3,13,okay,good,0,burst up into door then slipped back under door
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,13,L,7,25,good,good,0,straight(er)
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,14,R,0,6,poor,good,0,burst into gate
WSContam_000ngR5_T26,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,0,000ng,5,T26,11:06,11:11,11:28,18.2,70.09,1.3428,15,R,5,7,good,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,1,R,5,25,good,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,2,L,12,13,good,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,3,R,8,24,good,good,0,second burst from 13-24
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,4,L,0,5,poor,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,5,L,22,22,good,good,0,"fast, along bottom, missed some gates"
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,6,R,10,11,good,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,7,L,16,16,good,good,0,champ!
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,8,R,2,14,poor,poor,1,missed pinch
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,9,L,0,4,poor,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,10,L,13,13,good,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,11,R,14,18,good,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,12,L,17,17,good,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,13,R,15,19,good,good,0,"fatigued, red tail"
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,14,L,24,25,good,good,0,
WSContam_500ngR5_T27,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,500,500ng,5,T27,11:32,11:37,11:55,18.1,66.22,1.3569,15,R,8,15,good,good,0,"up and down burst, then side to side"
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,1,L,NA,NA,NA,NA,NA,wrong side recorded with raspberry pi
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,2,R,7,24,good,good,0,
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,3,L,0,16,poor,good,0,stuck between door brace and corks
WSContam_005ngR5_T28,WS,7/17/20,5/28/20,50,"SB, AES",bif,15,5,005ng,5,T28,11:57,12:02,12:19,18.2,69.78,1.4613,4,R,3,18,poor,okay,1,swimming up
